"id_no","Qmi_2.5%","Qma_100.0%","Qzf_97.5%","Qcv_2.5%","Qcv_97.5%","Tma_97.5%","Tmi_2.5%","Tcv_2.5%","Tcv_97.5%","binomial","area","lotic","lentic","lentic_only","length","importance","marine","FoodTroph","foodtrophcat","climate_zone","code","no_cells"
"2611",0,3912.49389648438,48.025,0.902799984812736,4.41149991750717,302.68031539917,289.605858612061,0.00697500021196902,0.00902499961666762,"Alticorpus geoffreyi",7128.85034957208,0,1,1,NA,NA,NA,NA,NA,1,"LC",80
"2612",0.000450000003911556,333.165985107422,12.85,0.0704500000923872,0.966699999570845,300.552296447754,284.961637878418,0.0020000000949949,0.00300000002607703,"Haplochromis taurinus",16177.5782462457,1,1,0,14,NA,0,NA,NA,1,"LC",167
"2614",0,47545.85546875,36.85,0.172150003910065,1.83085003495217,301.079141235352,293.990299987793,0.0020000000949949,0.00499999988824129,"Microsynodontis polli",57519.0045475174,1,1,0,NA,NA,NA,NA,NA,1,"LC",647
"2615",1.13660001009703,4861.49609375,0,0.386999994516373,0.455775003135204,299.993523406982,295.367004394531,0.0020000000949949,0.00300000002607703,"Haplochromis maxillaris",74503.6580156115,0,1,1,16,NA,0,4,"Carni.",1,"VU",850
"2616",0,8195.763671875,44,0.443949995934963,2.91215001344681,301.635401916504,288.088012695312,0.00300000002607703,0.00800000037997961,"Enteromius janssensi",78413.5999214711,1,1,0,NA,NA,NA,NA,NA,1,"LC",787
"2618",0,61.2700004577637,38.1,1.30370002985001,2.71284993886948,302.625790405273,283.769305419922,0.0103499998338521,0.0149999996647239,"Marcusenius krameri",1657.20857980551,1,0,0,19.7000007629395,NA,0,NA,NA,2,"LC",15
"2620",0,47952.2890625,39,0.174299995601177,2.57597507238388,300.802066802979,293.023782348633,0.0020000000949949,0.00600000005215406,"Platyallabes tihoni",38245.0644525414,1,1,0,NA,NA,NA,NA,NA,1,"LC",414
"2622",0,2084.70092773438,38,0.371250002086163,2.55354993343353,301.535388183594,291.521701049805,0.00400000018998981,0.00800000037997961,"Oreochromis angolensis",19968.574274147,1,1,0,NA,NA,NA,NA,NA,2,"LC",135
"2627",0.146799993515015,940.151977539062,5.80000000000001,0.183200001716614,0.619999980926514,300.575793457031,293.598596191406,0.00400000018998981,0.00499999988824129,"Labeobarbus jaegeri",6247.89632192623,NA,NA,0,NA,NA,NA,NA,NA,1,"DD",73
"2628",0,1500.12097167969,42,0.375899999588728,2.70255008935928,300.598699188232,295.903262329102,0.0020000000949949,0.00300000002607703,"Alestopetersius nigropterus",29074.3660478933,0,1,1,NA,NA,NA,NA,NA,1,"EN",324
"2629",0,3173.70190429688,44.1,0.764549994468689,2.96665008068085,302.328413391113,287.392311096191,0.0089499996509403,0.0120000001043081,"Nothobranchius kafuensis",14338.773339669,1,1,0,NA,NA,NA,NA,NA,3,"LC",119
"2630",0,3912.49389648438,49,0.866499990224838,4.50699996948242,302.513000488281,285.931488037109,0.00700000021606684,0.0109999999403954,"Aulonocara brevinidus",26520.5883195937,0,1,1,NA,NA,NA,NA,NA,1,"LC",301
"2632",0.0230000000447035,2515.99096679688,26.5749999999999,0.22242500372231,1.21205002963543,301.23688659668,293.547945404053,0.00300000002607703,0.00600000005215406,"Enteromius nigroluteus",58057.6711870975,NA,NA,0,NA,NA,NA,NA,NA,1,"EN",658
"2633",0,37475.21484375,42,0.246999993920326,2.63710000514984,301.599703979492,294.265704345703,0.0020000000949949,0.00499999988824129,"Brycinus poptae",366858.405613138,1,1,0,NA,NA,NA,NA,NA,1,"LC",3613
"2634",0,47222.84765625,41,0.238400000333786,2.510800075531,301.671203613281,293.185607910156,0.0020000000949949,0.00499999988824129,"Raiamas buchholzi",751090.62157774,1,1,0,NA,NA,NA,NA,NA,1,"LC",7777
"2635",0,245.505004882812,42,0.101375003159046,3.27402509450912,309.345557403564,273.431761932373,0.0140000004321337,0.028999999165535,"Luciobarbus pallaryi",347201.56204174,1,0,0,NA,NA,NA,NA,NA,2,"LC",1364
"2643",0,1841.35400390625,49,0.248200005292892,4.08479986190796,301.572998046875,292.190002441406,0.00300000002607703,0.00559999998658895,"Boulengerochromis microlepis",33354.7184506497,0,1,1,80,"commercial",0,4.5,"Carni.",1,"LC",257
"2648",0,47222.84765625,43,0.232499994337559,2.64399993419647,301.688995361328,294.486000061035,0.0020000000949949,0.00499999988824129,"Chrysichthys longibarbis",367849.792312108,1,1,0,NA,NA,NA,NA,NA,1,"LC",3451
"2651",0,14054.060546875,43,0.165999993681908,2.91100001335144,309.899993896484,292.120146179199,0.00400000018998981,0.0140000004321337,"Alestes dentex",3734225.5244276,1,1,0,55,"commercial",0,2.93,"Carni.",1,"LC",25324
"2656",0,2969.11889648438,45,0.331950002163649,3.04125007987022,301.507154083252,288.338012695312,0.00300000002607703,0.00800000037997961,"Enteromius marmoratus",115131.696718943,1,1,0,NA,NA,NA,NA,NA,1,"LC",1220
"2657",0.113874999806285,4347.6337890625,9,0.194874994456768,1.15525004267693,300.87325668335,291.249752044678,0.00300000002607703,0.00499999988824129,"Schilbe djeremi",133242.977226339,NA,NA,0,NA,NA,NA,NA,NA,1,"LC",1556
"2660",0,47222.84765625,44,0.195049992948771,2.95700001716614,309.986898803711,291.906056213379,0.00400000018998981,0.0149999996647239,"Clarotes laticeps",1703042.4277278,1,1,0,80,"commercial",0,3.14,"Carni.",1,"LC",12363
"2663",0,15464.6552734375,47,0.451675003021956,3.3277750313282,304.927109527588,285.519023895264,0.00300000002607703,0.0140000004321337,"Micropanchax johnstoni",901245.857485894,1,1,0,8.5,"minor commercial",0,3.2,"Carni.",2,"LC",6610
"2666",0,1937.20300292969,15.55,0.116674998030066,1.01632501333952,299.846973419189,284.947122192383,0.0020000000949949,0.00477499995613471,"Astatoreochromis straeleni",15721.8422297731,1,0,0,13,"of no interest",0,NA,NA,1,"LC",170
"2669",0,47952.2890625,35,0.23035000488162,2.0272500038147,301.597639465332,293.055999755859,0.0020000000949949,0.00700000021606684,"Xenocharax crassus",178575.561558675,1,1,0,18.6000003814697,NA,0,NA,NA,1,"LC",1895
"2678",0,4355.62890625,40,0.219849998503923,2.20735001564026,305.635209655762,292.981920623779,0.00300000002607703,0.00700000021606684,"Enteromius aboinensis",41625.3422292593,1,0,0,NA,NA,NA,NA,NA,1,"LC",460
"2679",0,12825.298828125,32.7999999999997,0.172000005841255,1.91440005302429,307.757598876953,293.289007568359,0.00300000002607703,0.00899999961256981,"Sierrathrissa leonensis",228057.541342272,1,1,0,3.51999998092651,"commercial",0,3.1,"Carni.",1,"LC",2249
"2680",0,9036.9833984375,45,0.372000008821487,3.03500008583069,306.247009277344,287.75,0.00700000021606684,0.0140000004321337,"Synodontis macrostoma",64621.6237089556,1,0,0,9.19999980926514,NA,0,NA,NA,2,"LC",161
"2681",0,11838.08984375,47,0.441000014543533,3.34100008010864,304.150346374512,287.033996582031,0.00300000002607703,0.0130000002682209,"Enteromius bifrenatus",1417718.06657192,1,0,0,7,"commercial",0,2.61,"Omni.",2,"LC",9943
"2685",0,12825.298828125,27,0.228000000119209,1.96299999952316,303.985992431641,291.363510131836,0.00300000002607703,0.00899999961256981,"Ichthyborus monodi",121934.094413816,1,0,0,NA,NA,NA,NA,NA,1,"LC",1421
"2688",0,9131.9716796875,49,0.78467501103878,3.62785001993179,305.069594573975,287.817598724365,0.00700000021606684,0.0140000004321337,"Serranochromis altus",196865.078827447,1,0,0,56,NA,0,4.21,"Carni.",2,"LC",828
"2690",0,17.1760005950928,35.85,1.35687501132488,2.29682503342628,301.457741546631,292.37557144165,0.00700000021606684,0.00800000037997961,"Maylandia aurora",335.813020952305,0,1,1,8.69999980926514,"commercial",0,2.5,"Omni.",1,NA,4
"2692",0,11326.7802734375,36.1499999999999,0.16854999884963,1.92904996871948,300.947108459473,287.246461486816,0.0020000000949949,0.00600000005215406,"Clarias alluaudi",197919.633339019,1,1,0,23,NA,0,3.2,"Carni.",1,"LC",1835
"2695",0,47783.9375,39,0.522750014066696,3.45834999084473,301.231552124023,286.263047790527,0.00300000002607703,0.00899999961256981,"Chiloglanis reticulatus",8319.26019070995,1,1,0,NA,NA,NA,NA,NA,1,"DD",87
"2697",0,3905.416015625,49,0.88239997625351,4.49359998703003,302.447399902344,285.893988037109,0.00700000021606684,0.0109999999403954,"Rhamphochromis woodi",25431.1252954917,0,1,1,42,"commercial",0,3.85,"Carni.",1,"LC",289
"2698",0,1841.35400390625,49,0.247550004720688,4.08844985961914,301.572998046875,292.190002441406,0.00300000002607703,0.0056499999947846,"Trematocara stigmaticum",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC",255
"2701",0,1841.35400390625,49,0.248200005292892,4.08479986190796,301.572998046875,292.190002441406,0.00300000002607703,0.00559999998658895,"Callochromis melanostigma",33354.7184506497,0,1,1,15,"commercial",0,3.5,"Carni.",1,"LC",257
"2702",0,47911.4375,42,0.225749995559454,2.57399988174438,301.412239074707,292.245750427246,0.0020000000949949,0.00499999988824129,"Euchilichthys royauxi",699005.020527562,1,1,0,NA,NA,NA,NA,NA,1,"LC",6831
"2705",0.00300000002607703,6371.3427734375,13.275,0.251724999397993,1.88237504065037,301.988006591797,291.560789489746,0.0020000000949949,0.00700000021606684,"Aphyosemion ahli",71276.5095697356,1,1,0,NA,NA,NA,NA,NA,1,"LC",830
"2708",0,8.26299953460693,37.8,1.3614500105381,2.07014994621277,301.436059570313,292.65869140625,0.00700000021606684,0.00700000021606684,"Melanochromis baliodigma",252.0845748694,0,1,1,8.55000019073486,NA,0,4.26,"Carni.",1,"LC",3
"2710",0,47952.2890625,42,0.194599995017052,2.60999989509583,301.39599609375,293.556408691406,0.0020000000949949,0.00499999988824129,"Citharinus macrolepis",355750.541820452,1,1,0,NA,NA,NA,NA,NA,1,"LC",3513
"2715",0,47545.85546875,40,0.199325001612306,2.47055008411407,301.762747955322,290.47338180542,0.0020000000949949,0.00700000021606684,"Synodontis ornatipinnis",211052.205399624,1,1,0,NA,NA,NA,NA,NA,1,"LC",2174
"2716",0,1841.35400390625,49,0.252425009012222,4.06107487678528,301.572998046875,292.097100067139,0.00300000002607703,0.00527499993331728,"Neolamprologus leleupi",34890.675799273,0,1,1,10,"commercial",0,NA,NA,1,"LC",270
"2719",0.0165500006405637,6028.8779296875,37.225,0.245100004971027,1.71292504072189,301.74055557251,292.793343353271,0.00277500004158355,0.00499999988824129,"Nothobranchius ugandensis",31648.8694688996,1,1,0,NA,NA,NA,NA,NA,1,"LC",192
"2721",0,4145.64013671875,46,0.147200000286102,3.58259994983673,309.049987792969,292.136990356445,0.00499999988824129,0.0130000002682209,"Coptodon dageti",250747.545915562,1,1,0,NA,NA,NA,NA,NA,1,"LC",2045
"2722",0,2590.998046875,23.275,0.317999988794327,1.45797502696514,301.938819122314,291.813875579834,0.00300000002607703,0.00927499965764581,"Epiplatys njalaensis",9386.24327020999,1,0,0,NA,NA,NA,NA,NA,1,"NT",110
"2724",0.635200011730194,2214.14306640625,0,0.220199999213219,0.717200005054474,301.559802246094,294.177209472656,0.00300000002607703,0.00499999988824129,"Epiplatys lamottei",63561.5532711305,1,0,0,NA,NA,NA,NA,NA,1,"LC",745
"2727",0,8198.4365234375,41,0.374424991756678,2.42529995441437,301.486107635498,287.928372192383,0.0020000000949949,0.00899999961256981,"Sargochromis mellandi",332858.038982027,1,1,0,NA,NA,NA,NA,NA,3,"LC",3460
"2731",0,47952.2890625,44,0.246999993920326,2.89617493748665,307.720614624023,292.864508056641,0.0020000000949949,0.0109999999403954,"Clypeobarbus pleuropholis",921700.942464618,1,1,0,NA,NA,NA,NA,NA,1,"LC",8834
"2735",0,47222.84765625,44,0.236300002038479,2.79399991035461,300.849401855469,295.063302612305,0.0020000000949949,0.00400000018998981,"Chrysichthys punctatus",399745.016155049,1,1,0,NA,NA,NA,NA,NA,1,"LC",3933
"2740",0,5503.81201171875,39,0.482399994134903,2.07859992980957,302.951196289063,290.079992675781,0.00400000018998981,0.00640000011771915,"Distichodus petersii",54198.8105226828,1,0,0,NA,NA,NA,NA,NA,1,"VU",345
"2741",0,47312.2109375,38,0.224000006914139,2.51799988746643,310.040008544922,292.243988037109,0.00300000002607703,0.0140000004321337,"Chrysichthys nigrodigitatus",1662791.63230213,1,1,0,65,"minor commercial",0,3.17,"Carni.",1,"LC",15175
"2751",0,7412.22021484375,45,0.252100004255772,2.60655010938644,300.560360717773,293.539001464844,0.00100000004749745,0.00300000002607703,"Campylomormyrus cassaicus",76882.6931748605,1,1,0,NA,NA,NA,NA,NA,1,"DD",603
"2752",0,628.018005371094,38,0.158350002765656,2.66204999685287,304.971008300781,273.423788452148,0.0130000002682209,0.0270000007003546,"Luciobarbus magniatlantis",194818.802569559,1,0,0,13,NA,0,NA,NA,3,"EN",1695
"2754",0,47222.84765625,42,0.174674996361136,2.66464993357658,300.808770751953,294.70947265625,0.0020000000949949,0.00400000018998981,"Alestopetersius brichardi",150756.73899325,1,1,0,NA,NA,NA,NA,NA,1,"LC",1570
"2758",0,4650.77490234375,44,0.435000002384186,2.73619990348816,301.54560546875,288.088012695312,0.00300000002607703,0.00899999961256981,"Kneria stappersii",133787.411574315,1,1,0,NA,NA,NA,NA,NA,1,"LC",1305
"2759",0,5558.05322265625,40,0.571824985742569,2.32360005974769,303.018005371094,287.308990478516,0.00400000018998981,0.00700000021606684,"Lacustricola kongoranensis",193239.161689221,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1612
"2764",0,555.129028320312,39.3,0.440699999034405,2.76157492995262,304.312072753906,294.338449859619,0.00400000018998981,0.00499999988824129,"Synodontis manni",48419.7430537204,1,0,0,21.6000003814697,NA,0,NA,NA,1,"VU",168
"2765",0,17.1760005950928,23.925,0.87820001989603,1.60177499651909,301.412293243408,291.597643280029,0.00700000021606684,0.00792500036768615,"Sciaenochromis ahli",336.592471683571,0,1,1,20,"commercial",0,4.2,"Carni.",1,"LC",4
"2771",0,9268.0712890625,36.85,0.113050002790988,2.32269993722439,303.868630218506,279.899647521973,0.013675000378862,0.0225499999709427,"Gobius paganellus",4473.83721609087,0,1,1,13,"minor commercial",1,3.29999995231628,"Carni.",2,"LC",10
"2773",1631.27001953125,4861.49609375,0,0.386999994516373,0.386999994516373,297.130004882812,295.367004394531,0.0020000000949949,0.0020000000949949,"Haplochromis rufus",70029.8147067808,0,1,1,8.55000019073486,NA,0,3.29,"Carni.",1,"LC",814
"2774",0,18957.59765625,44,0.50900000333786,2.70000004768372,304.700988769531,286.523986816406,0.00600000005215406,0.00999999977648258,"Enteromius macrotaenia",265332.488970642,1,1,0,NA,NA,NA,NA,NA,1,"LC",3001
"2778",1631.27001953125,4861.49609375,0,0.386999994516373,0.386999994516373,297.130004882812,295.367004394531,0.0020000000949949,0.0020000000949949,"Haplochromis thereuterion",70029.8147067808,0,1,1,8.19999980926514,NA,0,NA,NA,1,"VU",814
"2779",0,47545.85546875,42,0.24099999666214,2.61894996166229,301.614915466309,294.049060821533,0.0020000000949949,0.00499999988824129,"Phago boulengeri",756015.752439744,1,1,0,NA,NA,NA,NA,NA,1,"LC",7642
"2783",0,3126.31103515625,41.65,0.511049997806549,2.39214994907379,301.773112487793,290.047152709961,0.00300000002607703,0.00499999988824129,"Lamprologus symoensi",21933.9154094822,1,1,0,NA,NA,NA,NA,NA,1,"DD",215
"2785",0.995700001716614,1212.78100585938,0,0.253500002622604,0.998200035095214,300.946405029297,294.535101318359,0.00300000002607703,0.00499999988824129,"Scriptaphyosemion schmitti",25102.6464791029,1,0,0,NA,NA,NA,NA,NA,1,"CR",293
"2787",0,37511.4140625,43,0.239999994635582,2.67652508020401,301.362351989746,289.665637969971,0.0020000000949949,0.00600000005215406,"Hylopanchax stictopleuron",605688.080744481,1,1,0,NA,NA,NA,NA,NA,1,"LC",6194
"2796",0.456999987363815,30925.5546875,0,0.189000001549721,1.342999958992,301.700402832031,291.63359375,0.0020000000949949,0.00640000011771904,"Petrocephalus sullivani",170748.066409436,NA,NA,0,NA,NA,NA,NA,NA,1,"LC",1985
"2797",0.956224992871285,1147.47998046875,0,0.221900002658367,0.697024999558925,301.276093292236,295.026515960693,0.00300000002607703,0.00400000018998981,"Rhexipanchax nimbaensis",26461.1212458289,1,1,0,4.5," ",0,NA,NA,1,"VU",310
"2801",0,47222.84765625,44,0.200250003486872,2.87775003910065,300.831001281738,294.759254455566,0.00100000004749745,0.00400000018998981,"Nannocharax gracilis",180377.557629281,1,1,0,NA,NA,NA,NA,NA,1,"LC",1691
"2803",0,1841.35400390625,49,0.247550004720688,4.08844985961914,301.572998046875,292.190002441406,0.00300000002607703,0.0056499999947846,"Lophiobagrus cyclurus",33012.5919769452,0,1,1,8,"of potential interest",0,3.3,"Carni.",1,"LC",255
"2807",0,9131.9716796875,48,0.480050006508827,3.6052500128746,304.931750488281,287.446492004395,0.00600000005215406,0.0140000004321337,"Labeo lunatus",270769.044548186,1,1,0,40,"subsistence fisheries",0,2,"Herbi.",2,"LC",919
"2808",0.00600000005215406,5301.97900390625,29,0.180000007152557,1.48102498650551,300.405615997314,286.878630828857,0.0020000000949949,0.00467499998630951,"Gnathonemus longibarbis",222008.889942666,1,1,0,NA,NA,NA,NA,NA,1,"LC",1934
"2810",0.194450003281236,2214.14306640625,1,0.317900003492832,1.11870000064373,303.480195617676,294.140459442139,0.00300000002607703,0.00777500034309921,"Enteromius trispiloides",28063.1122199278,1,0,0,NA,NA,NA,NA,NA,1,"DD",330
"2817",0,13753.466796875,41,0.165000006556511,2.69872490167618,309.602174377441,292.527285003662,0.00400000018998981,0.0140000004321337,"Clarias anguillaris",3455136.96514997,1,1,0,100,"minor commercial",0,3.35,"Carni.",1,"LC",26572
"2821",0,47222.84765625,44,0.20822500474751,2.7669750392437,300.794006347656,295.282958984375,0.0020000000949949,0.00300000002607703,"Distichodus decemmaculatus",246712.548037443,1,1,0,NA,NA,NA,NA,NA,1,"LC",2450
"2827",0,47952.2890625,41,0.180000007152557,2.58699989318848,301.641056060791,292.984850311279,0.0020000000949949,0.00499999988824129,"Chrysichthys thonneri",672982.59297395,1,1,0,NA,NA,NA,NA,NA,1,"LC",6740
"2830",0,18957.59765625,46,0.435000002384186,3.22872504591942,304.529176330566,286.912110137939,0.00400000018998981,0.0130000002682209,"Brycinus lateralis",1765026.07168919,0,0,0,14,"subsistence fisheries",0,3.5,"Carni.",3,NA,14652
"2831",0,18957.59765625,43,0.443549998104572,2.92960007190704,303.165699768066,290.913401794434,0.00499999988824129,0.00999999977648258,"Omobranchus ferox",205148.609426088,1,1,0,6,"of no interest",0,3.5,"Carni.",1,"LC",2463
"2834",0,47222.84765625,42,0.187000006437302,2.64400005340576,308.059544372559,290.355870056152,0.00300000002607703,0.0140000004321337,"Hemichromis bimaculatus",1564495.33962555,1,0,0,NA,NA,NA,NA,NA,1,"LC",13590
"2840",0.0319749993272126,6371.3427734375,12.65,0.243525001779199,2.01147508025169,301.645972442627,293.569736480713,0.0020000000949949,0.00600000005215406,"Aphyosemion loennbergii",38477.4974522706,1,1,0,NA,NA,NA,NA,NA,1,"LC",448
"2842",0,464.053009033203,23.55,0.331999987363815,1.81122500896454,308.130743408203,286.053707122803,0.00499999988824129,0.00899999961256981,"Enteromius pleurogramma",24060.3888679786,1,1,0,NA,NA,NA,NA,NA,1,"DD",270
"2845",0,37903.6640625,44,0.245000004768372,2.79830007553101,301.365892028809,290.788809204102,0.00100000004749745,0.00600000005215406,"Schilbe yangambianus",660678.740690037,1,1,0,25,NA,0,2.86,"Carni.",1,"LC",6555
"2848",0,37511.4140625,43,0.197649998217821,2.78430008888245,300.829801940918,295.818392944336,0.0020000000949949,0.00300000002607703,"Phenacogrammus deheyni",136247.705472637,1,1,0,NA,NA,NA,NA,NA,1,"LC",1383
"285",0,1670.76599121094,41.425,0.300999999046326,3.07657493948936,304.670989990234,294.396392822266,0.00400000018998981,0.00742500028572977,"Strongylura marina",2595.35254533741,1,0,0,111,"minor commercial",1,3.78,"Carni.",2,"LC",24
"2850",0.00300000002607703,5301.97900390625,30.2750000000001,0.108724998869002,1.49009998142719,301.105279541016,285.732909393311,0.0020000000949949,0.00400000018998981,"Labeobarbus altianalis",250337.276687868,1,1,0,90,NA,0,3.37,"Carni.",1,"LC",2150
"2852",0,783.002014160156,49,0.704999998211861,4.47149986028671,302.833236694336,289.433498382568,0.00637500011362135,0.00800000037997961,"Tropheops macrophthalmus",5056.87470152553,0,1,1,NA,NA,NA,NA,NA,1,"LC",56
"2853",0,820.320983886719,44,0.454500007629395,2.79035003185272,304.307263183594,288.07575378418,0.00400000018998981,0.00600000005215406,"Labeobarbus oxyrhynchus",85182.3461207671,1,0,0,NA,NA,NA,NA,NA,1,"LC",367
"2860",0,3935.47412109375,35.1,0.979850021004677,2.00254997014999,302.659289550781,291.678411865234,0.00700000021606684,0.00899999961256981,"Placidochromis longimanus",1669.39092568725,0,1,1,14.5,"commercial",0,2,"Herbi.",1,"LC",19
"2862",0,27.2019996643066,27.875,0.901875011622906,1.5478749871254,301.802261352539,290.754379272461,0.00700000021606684,0.00787500035949051,"Maylandia fainzilberi",506.921682077324,NA,NA,0,NA,NA,NA,NA,NA,1,NA,6
"2865",0,1098.11401367188,16,0.461000002920628,1.40449997782707,303.657115936279,293.586002349854,0.00400000018998981,0.00899999961256981,"Raiamas levequei",7277.35074528019,1,0,0,NA,NA,NA,NA,NA,1,"VU",86
"2867",0,47952.2890625,43,0.178000003099442,2.95499992370605,309.082000732422,292.329010009766,0.0020000000949949,0.0140000004321337,"Chrysichthys auratus",2985572.06607204,1,1,0,57,"commercial",0,3.66,"Carni.",1,"LC",22774
"2870",0,44.0559997558594,31.4,0.675149995088577,2.05534992218018,299.315492248535,282.55901184082,0.00999999977648258,0.0140000004321337,"Pseudobarbus afer",6593.97717266839,1,1,0,8.89999961853027," ",0,2.72,"Omni.",3,"EN",47
"2875",0,47222.84765625,42,0.190999999642372,2.68537494540214,300.811029815674,294.808665466309,0.0020000000949949,0.00400000018998981,"Pterochromis congicus",189281.040220433,1,1,0,NA,NA,NA,NA,NA,1,"LC",1960
"2879",0,47952.2890625,38,0.132750000804663,2.26475006341934,301.002250671387,293.411506652832,0.0020000000949949,0.00700000021606684,"Chrysichthys delhezi",87451.6496110312,1,1,0,NA,NA,NA,NA,NA,1,"LC",911
"2881",0,1841.35400390625,49,0.252425009012222,4.06107487678528,301.572998046875,292.097100067139,0.00300000002607703,0.00527499993331728,"Petrochromis orthognathus",34890.675799273,0,1,1,16.5,"commercial",0,2,"Herbi.",1,"LC",270
"2886",0,1841.35400390625,49,0.247550004720688,4.08844985961914,301.572998046875,292.190002441406,0.00300000002607703,0.0056499999947846,"Lamprologus lemairii",33012.5919769452,0,1,1,25,NA,0,4.5,"Carni.",1,"LC",255
"2888",0,47952.2890625,43,0.200925004854798,2.76945005655289,301.186123657227,293.917699432373,0.0020000000949949,0.00700000021606684,"Paradoxoglanis parvus",235877.044423601,1,1,0,NA,NA,NA,NA,NA,1,"LC",2358
"2890",0,1841.35400390625,49,0.247550004720688,4.08844985961914,301.572998046875,292.190002441406,0.00300000002607703,0.0056499999947846,"Altolamprologus calvus",33012.5919769452,0,1,1,13.5," ",0,NA,NA,1,"NT",255
"2891",0.00577499996870756,602.565002441406,29.075,0.520775016397238,2.07390001416206,298.672382354736,287.287074279785,0.00700000021606684,0.00999999977648258,"Micralestes argyrotaenia",10022.6083025178,1,0,0,NA,NA,NA,NA,NA,2,"LC",22
"2892",0,31016.556640625,39,0.191225000098348,2.71477491259575,301.159177398682,292.49634552002,0.0020000000949949,0.00499999988824129,"Clariallabes longicauda",287175.32443178,1,1,0,NA,NA,NA,NA,NA,1,"LC",3124
"2895",1.01199996471405,971.463989257812,0,0.32600000500679,0.767000019550323,301.407989501953,294.644989013672,0.00300000002607703,0.00499999988824129,"Enteromius traorei",10341.3766921154,1,0,0,NA,NA,NA,NA,NA,1,"VU",121
"2896",1631.27001953125,4861.49609375,0,0.386999994516373,0.386999994516373,297.130004882812,295.367004394531,0.0020000000949949,0.0020000000949949,"Haplochromis erythrocephalus",70201.9485614657,0,1,1,7.69999980926514,NA,0,2.51,"Omni.",1,"DD",816
"2905",0,47222.84765625,45,0.425000011920929,2.72737505435944,304.990997314453,286.568647766113,0.00400000018998981,0.0109999999403954,"Mormyrus longirostris",720908.094248556,1,1,0,75,"commercial",0,3.3,"Carni.",1,"LC",7214
"2907",0,11.2019996643066,33.975,1.79397496283054,1.94502499997616,302.669387817383,293.221682739258,0.00800000037997961,0.00800000037997961,"Tropheops romandi",166.936638001007,0,1,1,NA,NA,NA,NA,NA,1,"LC",2
"2910",0,1841.35400390625,49,0.252425009012222,4.06107487678528,301.572998046875,292.097100067139,0.00300000002607703,0.00527499993331728,"Neolamprologus niger",34890.675799273,0,1,1,9,"commercial",0,3.6,"Carni.",1,"LC",270
"2912",0,47222.84765625,41,0.218800004199147,2.27705007195473,301.798153686523,294.207321166992,0.0020000000949949,0.00499999988824129,"Tetracamphilius angustifrons",123077.678322794,1,1,0,NA,NA,NA,NA,NA,1,"DD",1220
"2913",0.00964999992866069,47911.4375,40,0.263999998569489,3.45209993720055,300.697370910645,292.772557067871,0.00300000002607703,0.00600000005215406,"Amphilius lamani",7028.05250078894,1,1,0,NA,NA,NA,NA,NA,1,"EN",72
"2914",0,18957.59765625,46,0.468725002557039,3.09839998483658,303.544270324707,285.66428604126,0.00600000005215406,0.0109999999403954,"Croilia mossambica",211008.844661,1,1,0,6.40000009536743,NA,1,3.26,"Carni.",1,"LC",2504
"2916",0,36.859001159668,47,0.862250007688999,4.06112493574619,301.810615539551,290.373886108398,0.00700000021606684,0.00800000037997961,"Aulonocara saulosi",505.086671161861,0,1,1,9.19999980926514,"commercial",0,3.5,"Carni.",1,"LC",6
"2918",0,37903.6640625,42,0.246999993920326,2.59197500944137,301.734008789062,294.036185455322,0.0020000000949949,0.00400000018998981,"Enteromius humeralis",458056.3847381,1,1,0,NA,NA,NA,NA,NA,1,"LC",4362
"2920",0,1841.35400390625,49,0.248200005292892,4.08479986190796,301.572998046875,292.190002441406,0.00300000002607703,0.00559999998658895,"Cyphotilapia frontosa",33354.7184506497,0,1,1,33,"commercial",0,2.93,"Carni.",1,"LC",257
"2921",0,47545.85546875,42,0.233999997377396,2.52217499613762,301.633448791504,294.377282714844,0.0020000000949949,0.00499999988824129,"Mormyrops masuianus",433698.711583745,1,1,0,NA,NA,NA,NA,NA,1,"LC",4372
"2923",0,12825.298828125,29,0.22325000539422,1.91775004565716,303.714366912842,292.13988494873,0.00300000002607703,0.00899999961256981,"Epiplatys togolensis",178193.964517783,1,0,0,NA,NA,NA,NA,NA,1,"LC",2026
"2924",0,249.481994628906,41.85,0.403775005042553,2.10812499523163,300.697403717041,288.027011871338,0.00400000018998981,0.00499999988824129,"Haplochromis katavi",15197.3693000757,1,1,0,NA,NA,NA,NA,NA,1,"VU",144
"2926",0.025000000372529,426.539001464844,26.25,0.0937499981373549,1.1939999461174,299.307243347168,286.968994140625,0.0020000000949949,0.00400000018998981,"Labeobarbus somereni",51751.1305697191,1,0,0,NA,NA,NA,NA,NA,1,"LC",471
"2931",0,37155.578125,40,0.224099998921156,2.52824996709824,301.115698242187,293.478344726562,0.0020000000949949,0.00499999988824129,"Parakneria cameronensis",269952.020686233,1,1,0,NA,NA,NA,NA,NA,1,"LC",2703
"2937",0.470999985933304,1724.67797851562,0,0.41499999165535,0.758000016212463,300.050994873047,294.205993652344,0.00300000002607703,0.00300000002607703,"Hypsopanchax catenatus",3525.94022878293,1,0,0,NA,NA,NA,NA,NA,1,"DD",41
